price,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,cancellation_policy
$99.00,38.904732958105775,-77.01638019385092,Apartment,Entire home/apt,1,1.0,1.0,1.0,4,54,97.0,10.0,10.0,10.0,9.0,strict
$179.00,38.905511551780684,-77.01526639751043,Apartment,Entire home/apt,8,1.0,2.0,4.0,1,35,98.0,10.0,10.0,10.0,9.0,strict
$150.00,38.897518029703605,-77.02324734058736,Apartment,Entire home/apt,4,1.0,1.0,1.0,1,53,93.0,9.0,9.0,9.0,10.0,moderate
$140.00,38.90508370425138,-77.02066762621034,Apartment,Entire home/apt,4,1.0,1.0,1.0,2,4,100.0,10.0,10.0,10.0,10.0,moderate
$179.00,38.90142875618103,-77.01595880479516,Apartment,Entire home/apt,3,1.0,1.0,1.0,2,1,100.0,10.0,10.0,10.0,10.0,moderate
$135.00,38.90463193366868,-77.01846218913434,Apartment,Entire home/apt,2,1.0,1.0,2.0,2,4,85.0,9.0,10.0,10.0,10.0,moderate
$95.00,38.9058395338724,-77.01062106460375,House,Private room,2,1.5,1.0,1.0,1,44,93.0,9.0,10.0,10.0,9.0,flexible
$170.00,38.906919431292046,-77.04754714797522,other,Entire home/apt,6,1.0,2.0,2.0,2,2,90.0,10.0,8.0,9.0,10.0,moderate
$299.00,38.89922298589935,-77.03267811571193,Apartment,Entire home/apt,5,2.0,2.0,2.0,4,5,96.0,10.0,10.0,9.0,10.0,super_strict_30
$150.00,38.90021022028028,-77.03256527785338,Apartment,Entire home/apt,2,1.0,1.0,1.0,7,1,60.0,6.0,10.0,6.0,8.0,strict
$250.00,38.90287484176446,-77.01682890690851,other,Entire home/apt,4,1.5,1.0,1.0,1,12,93.0,10.0,10.0,9.0,9.0,strict
$105.00,38.90433124417479,-77.01779709042717,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,11,100.0,10.0,10.0,10.0,10.0,flexible
$120.00,38.9054166177346,-77.02662326244175,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,3,100.0,10.0,10.0,10.0,10.0,flexible
$70.00,38.90340595482258,-77.02031797093956,Apartment,Private room,2,1.0,1.0,1.0,1,9,76.0,7.0,9.0,9.0,9.0,flexible
$110.00,38.89717767996871,-77.01112144014441,Apartment,Entire home/apt,2,1.0,0.0,1.0,2,6,88.0,8.0,10.0,10.0,9.0,strict
$259.00,38.89292140449504,-77.01889760646638,Apartment,Entire home/apt,3,1.0,1.0,2.0,3,4,90.0,10.0,10.0,9.0,10.0,moderate
$99.00,38.905151933090615,-77.01778631002443,Apartment,Private room,2,1.5,1.0,1.0,3,12,98.0,10.0,10.0,10.0,10.0,flexible
$289.00,38.90499945532914,-77.01268762696921,House,Entire home/apt,8,1.5,3.0,3.0,1,14,81.0,8.0,9.0,10.0,7.0,moderate
$124.00,38.90361975494301,-77.02968542712422,Apartment,Entire home/apt,4,1.0,1.0,2.0,4,3,87.0,9.0,9.0,9.0,9.0,strict
$259.00,38.90741381106765,-77.05188507554256,Apartment,Entire home/apt,2,1.0,1.0,1.0,4,1,80.0,10.0,10.0,10.0,10.0,super_strict_30
$96.00,38.90383967216575,-77.05307215338532,Apartment,Entire home/apt,2,1.0,0.0,1.0,3,12,93.0,9.0,9.0,9.0,10.0,moderate
$189.00,38.90724543508468,-77.04897480529273,Apartment,Entire home/apt,4,1.0,2.0,2.0,2,47,89.0,9.0,10.0,9.0,10.0,strict
$170.00,38.906581241063215,-77.0491381234593,other,Entire home/apt,6,1.0,2.0,2.0,2,9,91.0,9.0,10.0,10.0,10.0,moderate
$149.00,38.90254048974053,-77.05236978603459,Apartment,Entire home/apt,4,1.0,1.0,1.0,4,2,100.0,10.0,10.0,10.0,10.0,moderate
$349.00,38.90674229564115,-77.04842357512716,House,Entire home/apt,6,2.0,2.0,3.0,2,19,91.0,9.0,10.0,10.0,10.0,strict
$78.00,38.90172184165385,-77.05128848608202,Apartment,Private room,2,1.0,1.0,1.0,1,8,88.0,9.0,9.0,9.0,10.0,strict
$125.00,38.89585646931664,-77.04459467334233,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,1,100.0,10.0,10.0,10.0,10.0,moderate
$95.00,38.90685719622907,-77.05213354582445,Apartment,Private room,2,1.0,1.0,1.0,1,7,100.0,9.0,10.0,10.0,10.0,strict
$130.00,38.90389274387612,-77.0526773184975,Apartment,Entire home/apt,2,1.0,0.0,1.0,2,19,93.0,9.0,9.0,9.0,10.0,strict
$72.00,38.9005835368813,-77.05271365249929,Apartment,Private room,2,1.0,1.0,1.0,2,22,84.0,8.0,9.0,9.0,10.0,moderate
$175.00,38.904014514358146,-77.05557714269051,other,Entire home/apt,4,1.0,1.0,2.0,14,3,100.0,10.0,10.0,10.0,10.0,strict
$246.00,38.90045278614636,-77.04914926700165,Apartment,Entire home/apt,3,1.0,1.0,2.0,3,1,80.0,10.0,8.0,6.0,10.0,moderate
$140.00,38.89648156259622,-77.04808553337007,Apartment,Entire home/apt,3,1.0,0.0,1.0,1,8,100.0,10.0,10.0,10.0,10.0,flexible
$125.00,38.89805663036261,-77.04081865741395,Apartment,Entire home/apt,2,1.0,0.0,1.0,2,42,97.0,9.0,10.0,10.0,10.0,strict
$85.00,38.902570803384265,-77.05464997797847,Apartment,Entire home/apt,4,1.0,1.0,1.0,1,2,100.0,10.0,10.0,10.0,10.0,flexible
$309.00,38.90023324056801,-77.04829884811548,Apartment,Entire home/apt,3,1.0,1.0,1.0,3,3,100.0,10.0,10.0,10.0,10.0,super_strict_30
$150.00,38.902431792816785,-77.0544420589297,Apartment,Entire home/apt,4,1.0,0.0,2.0,2,1,100.0,10.0,10.0,10.0,10.0,flexible
$154.00,38.90111652383542,-77.05221437512529,Apartment,Entire home/apt,4,1.0,1.0,2.0,2,35,96.0,9.0,10.0,10.0,10.0,moderate
$165.00,38.90106387618867,-77.05185206106928,House,Entire home/apt,4,1.0,1.0,2.0,2,17,91.0,9.0,9.0,9.0,10.0,moderate
$149.00,38.907137310258996,-77.04871543469834,Apartment,Entire home/apt,3,1.0,1.0,2.0,3,25,86.0,9.0,9.0,9.0,10.0,strict
$104.00,38.902117641493646,-77.05740779391381,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,2,90.0,10.0,10.0,10.0,10.0,flexible
$125.00,38.90874579245708,-77.05166624166709,Apartment,Entire home/apt,1,1.0,1.0,1.0,2,5,88.0,8.0,10.0,10.0,10.0,moderate
$259.00,38.899744837838796,-77.05081361009185,Apartment,Entire home/apt,2,1.0,1.0,1.0,4,2,80.0,10.0,8.0,6.0,8.0,super_strict_30
$189.00,38.90154823592317,-77.04998680768956,Apartment,Entire home/apt,3,1.0,1.0,1.0,6,30,98.0,10.0,10.0,9.0,10.0,moderate
$110.00,38.90024514372421,-77.0558534369545,Apartment,Entire home/apt,4,1.0,1.0,1.0,1,12,93.0,8.0,9.0,10.0,10.0,flexible
$58.00,38.90120759387625,-77.052955791917,Apartment,Private room,1,1.0,1.0,1.0,1,14,93.0,10.0,9.0,10.0,10.0,strict
$68.00,38.90109651722626,-77.05087726232212,Apartment,Entire home/apt,2,1.0,1.0,1.0,4,7,86.0,7.0,10.0,10.0,10.0,strict
$309.00,38.901826316821364,-77.04833248960612,Apartment,Entire home/apt,4,2.0,2.0,2.0,4,5,88.0,8.0,10.0,9.0,10.0,super_strict_30
$160.00,38.9017027887859,-77.051254000405,Apartment,Entire home/apt,2,1.5,1.0,1.0,5,1,100.0,10.0,10.0,10.0,10.0,strict
$324.00,38.90170500677321,-77.04906665645086,Apartment,Entire home/apt,5,2.0,2.0,3.0,3,5,96.0,10.0,10.0,10.0,10.0,moderate
$90.00,38.89835086782713,-77.04653671588285,Apartment,Entire home/apt,2,1.0,0.0,1.0,7,2,80.0,2.0,8.0,10.0,10.0,strict
$329.00,38.90548669814849,-77.05077415778517,Apartment,Entire home/apt,4,2.0,2.0,2.0,3,8,91.0,10.0,10.0,10.0,10.0,super_strict_30
$299.00,38.89991548651794,-77.0501063403496,Apartment,Entire home/apt,4,2.0,2.0,2.0,3,3,100.0,9.0,10.0,10.0,9.0,super_strict_30
$349.00,38.90050988167017,-77.0486490554584,Apartment,Entire home/apt,5,2.0,2.0,2.0,4,10,92.0,10.0,9.0,9.0,10.0,super_strict_30
$189.00,38.89974697885507,-77.04847733396457,Apartment,Entire home/apt,3,1.0,1.0,1.0,6,22,99.0,10.0,10.0,10.0,10.0,moderate
$324.00,38.907611913379114,-77.0501350472991,Apartment,Entire home/apt,5,2.0,2.0,3.0,3,2,80.0,9.0,9.0,9.0,9.0,moderate
$100.00,38.90671726528068,-77.04723186078981,Apartment,Entire home/apt,4,1.0,0.0,1.0,4,1,80.0,8.0,6.0,10.0,10.0,moderate
$299.00,38.90706125545467,-77.05174663032172,Apartment,Entire home/apt,4,2.0,2.0,2.0,3,2,90.0,10.0,9.0,10.0,9.0,super_strict_30
$319.00,38.90021406791179,-77.04977264373409,Apartment,Entire home/apt,5,2.0,2.0,2.0,4,10,100.0,10.0,10.0,10.0,10.0,super_strict_30
$209.00,38.90372899396553,-77.05140419109141,Apartment,Entire home/apt,3,1.0,1.0,1.0,5,3,90.0,10.0,8.0,9.0,10.0,super_strict_30
$99.00,38.8956909481424,-77.0441391072513,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,6,97.0,9.0,10.0,9.0,10.0,strict
$324.00,38.90023916958605,-77.05057272647157,Apartment,Entire home/apt,5,2.0,2.0,3.0,3,2,100.0,10.0,10.0,10.0,10.0,moderate
$215.00,38.90057475621537,-77.0531648421247,House,Entire home/apt,4,1.5,2.0,2.0,2,2,100.0,10.0,10.0,10.0,10.0,moderate
$159.00,38.90394782423913,-77.05344085016164,Apartment,Entire home/apt,2,1.0,0.0,1.0,3,9,88.0,10.0,8.0,9.0,10.0,super_strict_30
$89.00,38.903854501626505,-77.05099892159255,Apartment,Private room,2,1.5,1.0,1.0,2,1,100.0,10.0,10.0,10.0,10.0,moderate
$36.00,38.90060935621924,-77.05088431743067,Apartment,Shared room,1,1.0,1.0,1.0,1,30,92.0,9.0,10.0,10.0,10.0,moderate
$115.00,38.89999306365932,-77.05475829328097,Apartment,Private room,2,1.0,1.0,1.0,1,10,98.0,10.0,10.0,10.0,10.0,moderate
$159.00,38.90410601427044,-77.05299101383363,Apartment,Entire home/apt,2,1.0,0.0,1.0,3,2,100.0,10.0,9.0,8.0,10.0,super_strict_30
$100.00,38.90206292409549,-77.05249610272723,House,Private room,1,1.0,1.0,1.0,1,28,87.0,8.0,9.0,10.0,10.0,flexible
$160.00,38.9025985515832,-77.05245697691913,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,6,100.0,10.0,10.0,10.0,10.0,strict
$125.00,38.898822200156864,-77.05059016970594,Apartment,Entire home/apt,4,1.0,1.0,2.0,2,24,93.0,9.0,10.0,10.0,10.0,moderate
$115.00,38.9022204320073,-77.05480291997347,Apartment,Entire home/apt,3,1.0,0.0,2.0,2,63,97.0,10.0,10.0,10.0,10.0,moderate
$189.00,38.901859318477406,-77.05069461125629,Apartment,Entire home/apt,4,1.0,1.0,2.0,3,6,87.0,9.0,10.0,10.0,9.0,strict
$165.00,38.89937792055992,-77.05252031748981,Apartment,Entire home/apt,3,1.0,1.0,2.0,1,19,98.0,9.0,9.0,9.0,10.0,moderate
$115.00,38.8956925854425,-77.04625498913154,Apartment,Entire home/apt,2,1.0,0.0,1.0,2,4,87.0,9.0,10.0,10.0,10.0,moderate
$132.00,38.89987224419926,-77.04892644227688,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,1,80.0,8.0,6.0,6.0,8.0,moderate
$189.00,38.9061526696854,-77.04710441542491,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,10,83.0,8.0,7.0,7.0,10.0,flexible
$239.00,38.90395284140108,-77.05082348732834,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,1,100.0,8.0,10.0,4.0,10.0,super_strict_30
$150.00,38.90310081579858,-77.05192949861706,Apartment,Entire home/apt,2,1.0,1.0,1.0,7,3,100.0,10.0,10.0,8.0,8.0,strict
$96.00,38.89981410196891,-77.04606129479656,Apartment,Entire home/apt,3,1.0,0.0,2.0,3,6,97.0,10.0,10.0,10.0,10.0,moderate
$139.00,38.90245243089518,-77.05147050368338,Apartment,Entire home/apt,2,1.0,1.0,1.0,4,6,77.0,8.0,10.0,9.0,10.0,strict
$99.00,38.896379782292115,-77.04588509961964,Apartment,Entire home/apt,2,1.0,0.0,1.0,2,21,97.0,10.0,10.0,10.0,10.0,moderate
$100.00,38.90305593803984,-77.0534016015815,Apartment,Entire home/apt,1,1.0,0.0,1.0,6,6,93.0,10.0,9.0,10.0,10.0,strict
$300.00,38.898787138059895,-77.05286855544671,House,Entire home/apt,6,2.0,2.0,3.0,1,8,93.0,10.0,10.0,10.0,10.0,strict
$120.00,38.90147882804685,-77.05363783416226,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,6,100.0,10.0,10.0,10.0,10.0,strict
$105.00,38.89732223038217,-77.04575636481957,Apartment,Entire home/apt,2,1.0,0.0,1.0,3,10,92.0,9.0,10.0,9.0,10.0,moderate
$108.00,38.900676236009936,-77.05074663878206,other,Entire home/apt,2,1.0,0.0,1.0,2,6,100.0,10.0,10.0,10.0,10.0,moderate
$118.00,38.89624712365819,-77.04598744648422,Apartment,Entire home/apt,4,1.0,0.0,2.0,1,5,92.0,10.0,9.0,10.0,10.0,strict
$310.00,38.899612680017405,-77.05292721309169,House,Entire home/apt,6,2.0,3.0,3.0,1,18,99.0,10.0,10.0,10.0,10.0,strict
$100.00,38.90375804490354,-77.0553302618258,Apartment,Entire home/apt,4,1.0,1.0,1.0,1,12,95.0,10.0,10.0,10.0,10.0,strict
$188.00,38.906293484543546,-77.05405038442058,other,Entire home/apt,6,2.0,2.0,2.0,1,3,100.0,10.0,10.0,10.0,10.0,flexible
$116.00,38.89644824720763,-77.04712776218925,Apartment,Entire home/apt,4,1.0,0.0,2.0,1,25,97.0,10.0,10.0,10.0,10.0,strict
$150.00,38.90439908806964,-77.0500321364933,Apartment,Private room,2,1.0,1.0,1.0,2,9,98.0,10.0,10.0,10.0,10.0,strict
$130.00,38.904678467676156,-77.05414311872991,Apartment,Private room,2,1.0,1.0,1.0,5,2,100.0,8.0,10.0,10.0,10.0,flexible
$95.00,38.89974390384747,-77.04306752627453,Apartment,Entire home/apt,1,1.0,0.0,1.0,5,21,94.0,10.0,10.0,10.0,10.0,moderate
$155.00,38.90263308048585,-77.05235677167626,Apartment,Private room,2,1.0,1.0,1.0,4,4,95.0,10.0,10.0,10.0,10.0,super_strict_30
$324.00,38.89987204449939,-77.05049221530784,Apartment,Entire home/apt,5,2.0,2.0,3.0,3,5,85.0,8.0,9.0,8.0,10.0,moderate
$150.00,38.90425589070781,-77.04967509864711,Apartment,Entire home/apt,2,1.0,0.0,1.0,2,52,90.0,9.0,9.0,10.0,10.0,flexible
$60.00,38.89919868112758,-77.0519522575155,Apartment,Shared room,2,1.0,1.0,1.0,2,10,88.0,8.0,9.0,9.0,9.0,moderate
$160.00,38.906757993097074,-77.04829946906375,Apartment,Entire home/apt,2,1.0,0.0,1.0,3,11,93.0,8.0,10.0,9.0,10.0,strict
$95.00,38.90635418089494,-77.047669461559,Apartment,Entire home/apt,3,1.0,0.0,2.0,1,3,80.0,10.0,10.0,10.0,10.0,moderate
$128.00,38.90316907093965,-77.05006928981076,Apartment,Entire home/apt,3,1.0,0.0,1.0,2,2,100.0,10.0,10.0,10.0,9.0,flexible
$50.00,38.90162361688523,-77.05327966210477,Apartment,Shared room,1,1.0,1.0,1.0,1,2,90.0,6.0,8.0,10.0,10.0,strict
$135.00,38.89702732845512,-77.04570240613201,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,1,100.0,10.0,10.0,10.0,10.0,strict
$179.00,38.90019769177072,-77.05539440426408,Apartment,Entire home/apt,5,1.0,1.0,1.0,3,13,82.0,6.0,8.0,9.0,10.0,moderate
$115.00,38.90091058794922,-77.05182531100769,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,63,96.0,10.0,10.0,10.0,10.0,strict
$159.00,38.9073708178965,-77.04744017908061,Apartment,Entire home/apt,4,1.0,1.0,2.0,4,33,91.0,9.0,9.0,10.0,10.0,strict
$209.00,38.9040539632147,-77.05199142835517,Apartment,Entire home/apt,2,1.0,1.0,1.0,4,2,100.0,10.0,10.0,10.0,10.0,super_strict_30
$175.00,38.90310619671454,-76.94966453854583,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,1,100.0,8.0,10.0,10.0,8.0,strict
$130.00,38.895524510668906,-76.94771711148907,Apartment,Entire home/apt,3,1.0,1.0,2.0,1,14,97.0,10.0,10.0,10.0,8.0,moderate
$64.00,38.90263887883233,-76.9506116063771,House,Private room,1,1.0,1.0,1.0,1,4,95.0,10.0,10.0,10.0,9.0,flexible
$70.00,38.89621389312186,-76.94969458101838,Apartment,Private room,2,1.0,1.0,1.0,1,2,100.0,10.0,10.0,10.0,10.0,moderate
$80.00,38.89805741471629,-76.94403563498571,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,77,91.0,10.0,9.0,9.0,7.0,strict
$41.00,38.8982044685386,-76.91865385122482,House,Private room,4,1.0,1.0,1.0,1,1,100.0,10.0,10.0,10.0,8.0,flexible
$65.00,38.891676295745455,-76.91338446782315,House,Private room,4,1.0,1.0,1.0,1,1,100.0,8.0,10.0,10.0,6.0,strict
$42.00,38.89964459460807,-76.92045297617146,House,Private room,3,1.0,1.0,1.0,1,3,93.0,9.0,10.0,10.0,9.0,flexible
$300.00,38.91015571305589,-77.03312424485121,Apartment,Entire home/apt,6,2.0,2.0,2.0,2,2,90.0,8.0,10.0,10.0,9.0,flexible
$60.00,38.91093926309891,-77.01999493778776,House,Private room,1,1.5,1.0,1.0,2,9,93.0,9.0,10.0,10.0,9.0,flexible
$140.00,38.90830896405372,-77.02363785898847,Apartment,Entire home/apt,6,1.0,2.0,3.0,4,53,83.0,8.0,9.0,9.0,9.0,strict
$95.00,38.910138433226685,-77.029081124665,House,Private room,2,1.0,1.0,1.0,2,53,92.0,10.0,10.0,9.0,10.0,strict
$214.00,38.90768582278093,-77.03190711316044,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,16,99.0,10.0,10.0,10.0,10.0,flexible
$129.00,38.909115322392246,-77.02285179063796,House,Entire home/apt,4,1.0,1.0,2.0,2,362,94.0,9.0,10.0,10.0,9.0,moderate
$120.00,38.91404956637104,-77.02444460219735,House,Private room,2,1.5,1.0,1.0,1,13,95.0,9.0,10.0,10.0,10.0,moderate
$399.00,38.91036326264672,-77.03451880489314,Apartment,Entire home/apt,4,1.5,2.0,2.0,1,27,98.0,10.0,10.0,10.0,10.0,strict
$84.00,38.90614582572094,-77.0162255044724,House,Private room,2,1.0,1.0,1.0,3,36,96.0,9.0,10.0,10.0,9.0,strict
$110.00,38.91062589967688,-77.02294072382956,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,6,93.0,9.0,10.0,10.0,9.0,strict
$120.00,38.90775277815516,-77.03067212768491,Apartment,Entire home/apt,4,1.0,0.0,2.0,1,9,98.0,9.0,10.0,10.0,10.0,flexible
$83.00,38.90929314734087,-77.02544805751677,House,Private room,2,1.0,1.0,1.0,1,6,80.0,7.0,9.0,9.0,9.0,flexible
$79.00,38.91024247124013,-77.02339976085828,other,Private room,6,1.0,1.0,3.0,1,117,94.0,10.0,10.0,9.0,9.0,strict
$299.00,38.90965955064621,-77.03346994329239,other,Entire home/apt,7,2.0,4.0,4.0,1,2,80.0,4.0,8.0,8.0,10.0,strict
$207.00,38.90927191988154,-77.03246799054881,Apartment,Entire home/apt,3,1.0,1.0,2.0,3,2,90.0,10.0,10.0,10.0,10.0,moderate
$55.00,38.905771940955454,-77.03042971865051,Apartment,Shared room,2,1.0,1.0,1.0,2,19,100.0,10.0,10.0,10.0,10.0,strict
$85.00,38.913889632914376,-77.01971980666366,House,Private room,2,1.0,1.0,1.0,2,102,97.0,10.0,10.0,10.0,9.0,flexible
$135.00,38.90665930977026,-77.02704650068222,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,5,88.0,9.0,8.0,8.0,9.0,moderate
$100.00,38.91001750307955,-77.0227022513304,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,7,97.0,10.0,10.0,10.0,9.0,flexible
$70.00,38.91050901709657,-77.02523024673219,House,Private room,4,1.0,1.0,1.0,2,6,100.0,10.0,10.0,10.0,10.0,moderate
$100.00,38.90783926340975,-77.034457540939,Apartment,Entire home/apt,3,1.0,0.0,1.0,1,2,100.0,10.0,10.0,10.0,10.0,flexible
$230.00,38.90602201082283,-77.01825050797737,Apartment,Entire home/apt,4,2.0,2.0,2.0,3,29,97.0,10.0,10.0,10.0,10.0,moderate
$140.00,38.91202642831762,-77.02990048136817,Apartment,Private room,2,2.0,1.0,3.0,1,6,77.0,7.0,9.0,8.0,10.0,moderate
$495.00,38.91104362047281,-77.02270969925458,Apartment,Entire home/apt,6,2.0,3.0,3.0,2,11,98.0,9.0,10.0,10.0,9.0,moderate
$115.00,38.90967716073483,-77.02168332954311,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,1,100.0,10.0,10.0,10.0,8.0,flexible
$115.00,38.90729541284893,-77.0345548139102,Apartment,Entire home/apt,2,1.0,0.0,1.0,3,72,97.0,10.0,10.0,10.0,10.0,moderate
$99.00,38.91222718018898,-77.02027631576698,House,Private room,2,1.0,1.0,1.0,1,2,100.0,10.0,10.0,10.0,10.0,moderate
$158.00,38.90789349625664,-77.03312023246055,Apartment,Entire home/apt,2,1.0,0.0,1.0,2,22,96.0,10.0,10.0,10.0,10.0,flexible
$289.00,38.90635217789528,-77.03271242529995,Apartment,Entire home/apt,4,2.0,2.0,2.0,7,1,80.0,10.0,10.0,10.0,10.0,super_strict_30
$150.00,38.909678620875376,-77.02747449898816,House,Entire home/apt,4,1.0,2.0,2.0,2,43,98.0,10.0,10.0,10.0,10.0,moderate
$350.00,38.91229878014844,-77.03084091451554,Apartment,Entire home/apt,2,1.0,1.0,1.0,5,3,87.0,9.0,9.0,9.0,9.0,moderate
$298.00,38.90616743097653,-77.03103874789912,Apartment,Entire home/apt,5,2.0,2.0,3.0,3,2,100.0,10.0,10.0,10.0,10.0,moderate
$70.00,38.90706399285169,-77.0252217722758,Apartment,Shared room,1,1.0,1.0,1.0,1,2,100.0,10.0,10.0,10.0,10.0,flexible
$130.00,38.91073846748285,-77.0230438118252,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,4,95.0,10.0,10.0,9.0,10.0,moderate
$100.00,38.90880199267178,-77.02496268492685,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,22,80.0,8.0,9.0,9.0,9.0,strict
$125.00,38.908046160303286,-77.03328531198977,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,12,93.0,9.0,10.0,10.0,10.0,strict
$150.00,38.90713448021574,-77.03298882662615,Apartment,Entire home/apt,3,1.0,1.0,2.0,2,7,84.0,9.0,10.0,10.0,10.0,moderate
$130.00,38.910522110956414,-77.02295647937174,Apartment,Private room,3,1.0,1.0,2.0,3,44,96.0,10.0,10.0,10.0,9.0,moderate
$69.00,38.90912044344386,-77.0334172642257,other,Entire home/apt,2,1.0,1.0,1.0,14,2,100.0,10.0,10.0,10.0,10.0,strict
$175.00,38.90969401813509,-77.03344534142433,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,4,95.0,9.0,10.0,10.0,10.0,flexible
$85.00,38.91215429993578,-77.03429096772999,Apartment,Private room,2,1.0,1.0,1.0,1,2,100.0,10.0,10.0,10.0,10.0,flexible
$180.00,38.910810030572044,-77.02590558847022,Apartment,Entire home/apt,4,1.0,2.0,2.0,5,1,80.0,10.0,10.0,10.0,8.0,moderate
$150.00,38.90879082912237,-77.0240273125702,Apartment,Entire home/apt,6,1.0,2.0,3.0,4,84,82.0,8.0,9.0,9.0,8.0,strict
$139.00,38.90975093033034,-77.03223604816355,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,52,93.0,10.0,10.0,10.0,10.0,strict
$111.00,38.91188543291747,-77.01805205074048,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,6,100.0,10.0,10.0,10.0,9.0,flexible
$95.00,38.91080242802562,-77.03306206005651,Apartment,Private room,2,1.0,1.0,1.0,1,3,100.0,10.0,10.0,10.0,10.0,moderate
$85.00,38.913415699210304,-77.02826100597353,Apartment,Private room,1,1.0,1.0,1.0,1,5,80.0,8.0,9.0,10.0,9.0,strict
$115.00,38.90696141501514,-77.02670722060704,Apartment,Entire home/apt,3,1.0,1.0,1.0,7,11,96.0,10.0,10.0,10.0,10.0,moderate
$199.00,38.90651340734781,-77.02869782345209,Apartment,Entire home/apt,4,2.0,2.0,2.0,7,13,92.0,9.0,9.0,10.0,10.0,strict
$150.00,38.90972219955743,-77.026928230636,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,7,100.0,9.0,10.0,10.0,10.0,moderate
$115.00,38.91189246430725,-77.02133759132175,Apartment,Entire home/apt,4,1.0,1.0,1.0,2,49,99.0,10.0,10.0,10.0,9.0,moderate
$99.00,38.91330705878122,-77.02435773855073,House,Private room,1,2.5,1.0,1.0,2,120,98.0,10.0,10.0,10.0,9.0,moderate
$193.00,38.91128892221562,-77.03330000508451,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,2,90.0,10.0,10.0,10.0,10.0,flexible
$298.00,38.907003939227074,-77.02972278181278,Apartment,Entire home/apt,5,2.0,2.0,3.0,3,5,100.0,10.0,9.0,9.0,10.0,moderate
$63.00,38.91017865146856,-77.02129486348834,Apartment,Shared room,1,1.0,1.0,1.0,1,15,95.0,10.0,10.0,10.0,9.0,strict
$299.00,38.908239740662665,-77.02267286293531,House,Entire home/apt,8,2.5,3.0,5.0,1,1,100.0,10.0,10.0,10.0,10.0,strict
$185.00,38.909697026944706,-77.02917530460995,Apartment,Entire home/apt,4,1.0,1.0,1.0,3,3,87.0,9.0,10.0,9.0,9.0,strict
$120.00,38.906158254700436,-77.01791262800404,Apartment,Entire home/apt,4,1.5,2.0,2.0,1,3,93.0,9.0,9.0,10.0,10.0,flexible
$125.00,38.91072408443142,-77.01977646659941,House,Private room,2,1.0,1.0,1.0,1,5,96.0,8.0,10.0,10.0,9.0,moderate
$110.00,38.91180030035496,-77.02423560554573,Apartment,Private room,2,2.0,1.0,1.0,1,13,97.0,10.0,10.0,10.0,10.0,flexible
$93.00,38.90923494560183,-77.01865410545325,House,Private room,1,1.5,1.0,1.0,1,35,98.0,10.0,10.0,10.0,10.0,flexible
$80.00,38.90623276620922,-77.02343619219442,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,10,100.0,10.0,10.0,10.0,10.0,moderate
$195.00,38.91363078790623,-77.03378862417232,House,Entire home/apt,2,1.0,1.0,1.0,2,13,100.0,10.0,10.0,10.0,10.0,flexible
$90.00,38.908418990712576,-77.02792848674123,Apartment,Private room,2,1.0,1.0,1.0,1,47,83.0,7.0,9.0,9.0,9.0,flexible
$250.00,38.90886066036597,-77.0328062368599,other,Entire home/apt,4,2.0,2.0,2.0,1,15,97.0,10.0,9.0,10.0,10.0,strict
$135.00,38.90726357598597,-77.03169360856741,Apartment,Entire home/apt,3,1.0,1.0,1.0,2,44,95.0,9.0,10.0,10.0,10.0,strict
$259.00,38.906994576046756,-77.02924982090302,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,3,100.0,10.0,10.0,10.0,10.0,super_strict_30
$60.00,38.911765819688775,-77.03323519211605,House,Private room,2,1.0,1.0,1.0,1,4,85.0,8.0,9.0,10.0,10.0,flexible
